date,price,total_volume,market_cap,coin_name
2017-04-03,1139.308,131765236.038,18517903140.188,bitcoin
2017-04-04,1140.498,108222974.267,18539058629.559,bitcoin
2017-04-05,1132.34,87439620.022,18408732920.444,bitcoin
2017-04-06,1194.211,128309277.224,19416796070.1,bitcoin
2017-04-07,1189.775,90840184.051,19347052264.05,bitcoin
2017-04-08,1182.271,43899666.206,19227110119.602,bitcoin
2017-04-09,1187.699,41151425.523,19316186631.363,bitcoin
2017-04-10,1210.515,76050218.06,19691023824.75,bitcoin
2017-04-11,1226.618,78899688.76,19955556306.916,bitcoin
2017-04-12,1218.299,83573376.82,19822303422.025,bitcoin
2017-04-13,1174.209,131395672.095,19106860359.408,bitcoin
2017-04-14,1183.687,92892227.902,19263144684.95,bitcoin
2017-04-15,1180.323,53325277.0,19210567706.901,bitcoin
2017-04-16,1186.31,36294382.376,19310204918.47,bitcoin
2017-04-17,1205.143,83379623.415,19618884439.9,bitcoin
2017-04-18,1217.58,85025813.9,19823480859.0,bitcoin
2017-04-19,1225.721,71343829.938,19958292470.9,bitcoin
2017-04-20,1253.904,112476255.648,20419371472.848,bitcoin
2017-04-21,1254.988,91517340.719,20439557226.725,bitcoin
2017-04-22,1249.67,84061246.824,20355249795.0,bitcoin
2017-04-23,1247.839,84420564.208,20327793187.52,bitcoin
2017-04-24,1249.956,70514448.298,20364256790.692,bitcoin
2017-04-25,1263.045,93017240.896,20579834197.125,bitcoin
2017-04-26,1287.32,121914930.777,20977699422.84,bitcoin
2017-04-27,1331.312,134993633.38,21697132034.375,bitcoin
2017-04-28,1321.205,161417797.382,21534600390.46,bitcoin
2017-04-29,1327.686,86320647.34,21643161383.056,bitcoin
2017-04-30,1349.886,86247238.964,22007601314.79,bitcoin
2017-05-01,1408.445,217759983.724,22964730936.125,bitcoin
2017-05-02,1442.245,189160669.697,23518941607.875,bitcoin
2017-05-03,1485.818,206154588.923,24231937589.438,bitcoin
2017-05-04,1499.36,335017412.623,24455911024.0,bitcoin
2017-05-05,1506.044,324314592.997,24567395211.121,bitcoin
2017-05-06,1547.815,135507234.104,25252078563.53,bitcoin
2017-05-07,1557.884,149859388.434,25419561546.555,bitcoin
2017-05-08,1633.38,276144904.853,26655087385.5,bitcoin
2017-05-09,1700.178,383922543.253,27748404857.442,bitcoin
2017-05-10,1747.318,288565639.423,28521047690.935,bitcoin
2017-05-11,1808.779,313353159.733,29527250348.066,bitcoin
2017-05-12,1700.772,248020430.182,27767470033.958,bitcoin
2017-05-13,1751.73,246696636.627,28602793979.76,bitcoin
2017-05-14,1767.709,124978733.013,28867391787.52,bitcoin
2017-05-15,1696.13,231039670.31,27702000821.75,bitcoin
2017-05-16,1716.315,218205145.659,28034610160.905,bitcoin
2017-05-17,1804.451,271656160.363,29477763646.628,bitcoin
2017-05-18,1889.409,230137778.817,30868475119.006,bitcoin
2017-05-19,1972.901,279848678.08,32237082949.218,bitcoin
2017-05-20,2043.42,274198303.324,33393518554.5,bitcoin
2017-05-21,2053.879,264478153.797,33568054937.076,bitcoin
2017-05-22,2109.396,580030832.79,34479453631.095,bitcoin
2017-05-23,2292.702,389402023.739,37479380943.125,bitcoin
2017-05-24,2448.131,555024432.825,40025140034.101,bitcoin
2017-05-25,2366.972,889791512.269,38704024228.25,bitcoin
2017-05-26,2262.36,716011543.959,36997900173.0,bitcoin
2017-05-27,2082.845,683119789.127,34066387966.5,bitcoin
2017-05-28,2219.488,401864331.327,36305932627.5,bitcoin
2017-05-29,2286.266,312368211.916,37402630788.11,bitcoin
2017-05-30,2167.644,335746190.666,35466825282.315,bitcoin
2017-05-31,2329.078,416350458.718,38113024210.0,bitcoin
2017-06-01,2436.036,438586633.519,39868442921.866,bitcoin
2017-06-02,2514.228,292795886.853,41152717323.668,bitcoin
2017-06-03,2562.54,304803966.176,41949676689.0,bitcoin
2017-06-04,2556.405,254469613.918,41854068527.985,bitcoin
2017-06-05,2721.552,334411829.517,44563721217.188,bitcoin
2017-06-06,2903.444,1211604496.355,47547556371.076,bitcoin
2017-06-07,2716.059,717931660.787,44484425844.04,bitcoin
2017-06-08,2824.204,580940070.418,46261410000.681,bitcoin
2017-06-09,2817.064,393210044.673,46149913864.145,bitcoin
2017-06-10,2937.454,354694237.391,48127389931.89,bitcoin
2017-06-11,3013.714,350197483.34,49382412955.42,bitcoin
2017-06-12,2701.255,792436484.821,44267424094.875,bitcoin
2017-06-13,2736.189,410084483.665,44844697932.88,bitcoin
2017-06-14,2503.401,565476421.78,41033780985.987,bitcoin
2017-06-15,2444.494,845674827.713,40072859209.17,bitcoin
2017-06-16,2513.81,404682134.618,41213920649.662,bitcoin
2017-06-17,2683.571,386716359.447,44001982613.919,bitcoin
2017-06-18,2577.219,320439362.702,42262755911.743,bitcoin
2017-06-19,2620.136,307738404.799,42971547871.185,bitcoin
2017-06-20,2777.793,461719561.539,45561980141.811,bitcoin
2017-06-21,2717.003,447106675.772,44569583131.639,bitcoin
2017-06-22,2724.912,273815444.466,44703988751.352,bitcoin
2017-06-23,2737.746,187781433.425,44920255723.303,bitcoin
2017-06-24,2618.417,314564252.555,42966679003.942,bitcoin
2017-06-25,2606.863,320081172.028,42781394178.823,bitcoin
2017-06-26,2488.194,540038332.473,40837922140.41,bitcoin
2017-06-27,2531.349,518735269.203,41550828140.554,bitcoin
2017-06-28,2575.438,351206317.76,42279511902.811,bitcoin
2017-06-29,2561.681,239853090.848,42057301540.095,bitcoin
2017-06-30,2490.753,210111037.781,40897674121.941,bitcoin
2017-07-01,2439.821,207555417.49,40066457532.227,bitcoin
2017-07-02,2518.546,226784228.596,41365191378.72,bitcoin
2017-07-03,2576.715,304599469.926,42326047726.171,bitcoin
2017-07-04,2610.998,274900590.573,42894251457.131,bitcoin
2017-07-05,2607.219,238310795.501,42836970322.053,bitcoin
2017-07-06,2612.67,175365965.042,42931269844.386,bitcoin
2017-07-07,2509.218,260711000.657,41236052946.944,bitcoin
2017-07-08,2563.196,178182801.693,42128232902.263,bitcoin
2017-07-09,2519.217,117876420.567,41409824820.389,bitcoin
2017-07-10,2363.516,387541497.127,38856285254.842,bitcoin
2017-07-11,2353.911,420715282.368,38703498121.367,bitcoin
2017-07-12,2387.329,314834432.762,39258160520.559,bitcoin
2017-07-13,2364.321,233041527.684,38884514157.24,bitcoin
2017-07-14,2228.729,320113442.03,36658380771.83,bitcoin
2017-07-15,2033.291,463942211.441,33447052810.304,bitcoin
2017-07-16,1927.099,480771847.616,31704152052.834,bitcoin
2017-07-17,2181.286,495170862.901,35890008657.394,bitcoin
2017-07-18,2303.889,729320057.542,37911881677.649,bitcoin
2017-07-19,2274.621,577643323.798,37434637985.046,bitcoin
2017-07-20,2766.825,1277986817.596,45540558047.537,bitcoin
2017-07-21,2658.075,856653849.52,43755767266.331,bitcoin
2017-07-22,2802.348,631346052.437,46136314314.919,bitcoin
2017-07-23,2731.604,532874222.839,44977531723.692,bitcoin
2017-07-24,2751.347,356970178.139,45308735082.913,bitcoin
2017-07-25,2563.748,793382308.082,42223997194.012,bitcoin
2017-07-26,2507.39,583046427.095,41300436593.948,bitcoin
2017-07-27,2649.441,438390969.567,43645402712.152,bitcoin
2017-07-28,2798.829,1248796319.028,46111586171.418,bitcoin
2017-07-29,2720.102,862355190.624,44819837646.143,bitcoin
2017-07-30,2740.324,373175816.25,45158066501.843,bitcoin
2017-07-31,2871.368,438125892.506,47322548226.27,bitcoin
2017-08-01,2737.764,745400937.096,45126045890.853,bitcoin
2017-08-02,2697.851,412594211.034,44473195322.9,bitcoin
2017-08-03,2777.368,339104668.191,45788833023.808,bitcoin
2017-08-04,2845.897,368080367.511,46925073392.633,bitcoin
2017-08-05,3237.071,1066264901.957,53382167034.143,bitcoin
2017-08-06,3189.732,489419318.303,52607099482.06,bitcoin
2017-08-07,3356.71,695546889.095,55367416610.361,bitcoin
2017-08-08,3410.45,803019985.189,56260701200.034,bitcoin
2017-08-09,3330.898,638922625.077,54954274834.248,bitcoin
2017-08-10,3367.905,424604065.329,55570438886.955,bitcoin
2017-08-11,3562.588,641330314.433,58788973716.337,bitcoin
2017-08-12,3800.141,988460078.209,62715286393.358,bitcoin
2017-08-13,4023.255,1549520790.333,66405071142.32,bitcoin
2017-08-14,4175.695,1089626076.899,68927834713.07,bitcoin
2017-08-15,4149.309,1908427436.104,68500212180.105,bitcoin
2017-08-16,4262.559,1755705435.281,70376601817.48,bitcoin
2017-08-17,4286.917,1774245121.032,70778773053.663,bitcoin
2017-08-18,4097.686,1515069151.863,67671539511.388,bitcoin
2017-08-19,4115.212,1710080500.025,67968693045.183,bitcoin
2017-08-20,4001.229,551798951.967,66092742688.793,bitcoin
2017-08-21,3935.23,712634899.396,65008176478.938,bitcoin
2017-08-22,4008.417,1402352816.745,66221496790.767,bitcoin
2017-08-23,4069.08,801748251.035,67231683430.31,bitcoin
2017-08-24,4167.289,686855777.304,68859869628.562,bitcoin
2017-08-25,4199.892,689332055.058,69403950803.041,bitcoin
2017-08-26,4123.513,401970264.184,68147140643.376,bitcoin
2017-08-27,4116.469,348607397.371,68038485482.574,bitcoin
2017-08-28,4216.243,652038444.481,69694649043.722,bitcoin
2017-08-29,4394.063,864725915.098,72641940495.699,bitcoin
2017-08-30,4553.807,674336659.487,75292523274.518,bitcoin
2017-08-31,4702.938,675647444.683,77767841900.025,bitcoin
2017-09-01,4863.193,909131411.605,80428274476.411,bitcoin
2017-09-02,4556.598,1475097323.459,75367266379.226,bitcoin
2017-09-03,4632.462,1007165501.085,76631058145.999,bitcoin
2017-09-04,4317.185,1554585273.636,71425022760.391,bitcoin
2017-09-05,4447.876,1626968192.53,73598219046.086,bitcoin
2017-09-06,4592.25,1060025861.631,75996461011.389,bitcoin
2017-09-07,4584.82,669892692.723,75883474995.221,bitcoin
2017-09-08,4285.208,1477975497.79,70933796921.037,bitcoin
2017-09-09,4245.607,787822375.664,70287354161.796,bitcoin
2017-09-10,4132.665,997139675.398,68424784707.492,bitcoin
2017-09-11,4164.976,771493043.384,68968724069.367,bitcoin
2017-09-12,4130.956,1062536773.83,68415142331.639,bitcoin
2017-09-13,3883.652,1545425745.141,64328714659.052,bitcoin
2017-09-14,3100.668,1950938472.015,51366093442.364,bitcoin
2017-09-15,3587.943,3308099534.339,59446207725.417,bitcoin
2017-09-16,3606.275,1399781741.488,59757602841.68,bitcoin
2017-09-17,3553.432,846880197.895,58889832717.232,bitcoin
2017-09-18,4012.286,1282809663.108,66500676482.327,bitcoin
2017-09-19,3898.935,942656241.437,64629619385.942,bitcoin
2017-09-20,3858.021,676074373.178,63957210363.294,bitcoin
2017-09-21,3628.059,913652257.307,60152757874.0,bitcoin
2017-09-22,3622.183,767837732.757,60061814860.047,bitcoin
2017-09-23,3763.411,578068211.78,62411285738.307,bitcoin
2017-09-24,3672.305,429544014.387,60907151775.203,bitcoin
2017-09-25,3866.705,800311260.76,64137374771.876,bitcoin
2017-09-26,3852.935,544391497.583,63915425115.127,bitcoin
2017-09-27,4134.212,936452128.576,68589320812.825,bitcoin
2017-09-28,4134.885,852500405.353,68609525756.876,bitcoin
2017-09-29,4130.415,829225349.389,68544241007.419,bitcoin
2017-09-30,4297.791,720251082.998,71329258156.478,bitcoin
2017-10-01,4347.579,682387248.089,72162524814.143,bitcoin
2017-10-02,4383.325,738468958.961,72763860755.059,bitcoin
2017-10-03,4319.069,760685985.694,71707074498.613,bitcoin
2017-10-04,4231.464,573368922.938,70259971867.792,bitcoin
2017-10-05,4290.38,713160614.136,71244448102.506,bitcoin
2017-10-06,4347.547,623863525.065,72202651600.909,bitcoin
2017-10-07,4405.016,468192424.361,73165830198.243,bitcoin
2017-10-08,4562.322,771225396.336,75788890435.078,bitcoin
2017-10-09,4758.722,1128809802.803,79061044585.543,bitcoin
2017-10-10,4769.477,1134289150.287,79249573590.628,bitcoin
2017-10-11,4807.926,836737765.809,79896727838.758,bitcoin
2017-10-12,5331.619,2084912155.24,88609513441.245,bitcoin
2017-10-13,5610.493,3174154333.22,93253757323.271,bitcoin
2017-10-14,5679.216,2311782991.954,94406037193.811,bitcoin
2017-10-15,5684.047,1665374310.904,94500193338.098,bitcoin
2017-10-16,5728.933,1060235879.621,95258545426.383,bitcoin
2017-10-17,5643.859,1106795866.754,93855824390.124,bitcoin
2017-10-18,5592.782,2100240729.713,93017336298.876,bitcoin
2017-10-19,5696.38,1229468606.298,94752516351.644,bitcoin
2017-10-20,5952.771,1843078157.468,99030673396.693,bitcoin
2017-10-21,6043.967,1763987336.866,100559216276.957,bitcoin
2017-10-22,6003.464,1799855389.65,99899292227.659,bitcoin
2017-10-23,5959.983,2039339670.52,99188570754.332,bitcoin
2017-10-24,5550.082,2240037527.363,92378194194.247,bitcoin
2017-10-25,5704.875,1621897626.21,94967978387.471,bitcoin
2017-10-26,5883.053,1501048614.382,97947023064.898,bitcoin
2017-10-27,5775.517,1332315431.058,96164443214.4,bitcoin
2017-10-28,5734.307,892992277.06,95484533854.621,bitcoin
2017-10-29,6123.55,1942980852.588,101977770673.545,bitcoin
2017-10-30,6104.389,1307795534.584,101669814828.648,bitcoin
2017-10-31,6368.652,1800486324.202,106082152741.218,bitcoin
2017-11-01,6714.789,2095690342.821,111860407349.423,bitcoin
2017-11-02,7059.794,4363333285.959,117621545279.665,bitcoin
2017-11-03,7234.738,2826731064.906,120546744685.76,bitcoin
2017-11-04,7390.535,2043449643.009,123154674357.553,bitcoin
2017-11-05,7416.268,1942850008.835,123596829565.809,bitcoin
2017-11-06,7103.046,2653734034.85,118388777524.712,bitcoin
2017-11-07,7166.741,1829995407.419,119464110442.178,bitcoin
2017-11-08,7461.824,3478638875.179,124396351241.9,bitcoin
2017-11-09,7186.293,2330693500.643,119816786360.014,bitcoin
2017-11-10,6656.84,3886426125.515,110999386930.463,bitcoin
2017-11-11,6365.398,3148369501.391,106146109132.284,bitcoin
2017-11-12,5866.513,6001017946.926,97832172888.053,bitcoin
2017-11-13,6423.091,4636291555.879,107125442451.24,bitcoin
2017-11-14,6652.217,1824550614.664,110957725266.311,bitcoin
2017-11-15,7297.669,2935591360.138,121737427357.354,bitcoin
2017-11-16,7814.944,3413089663.205,130381304858.568,bitcoin
2017-11-17,7783.542,3245859431.05,129865386010.109,bitcoin
2017-11-18,7827.631,2227536660.245,130622715624.408,bitcoin
2017-11-19,8011.147,1572771188.841,133701043637.728,bitcoin
2017-11-20,8220.51,1706394365.707,137213053125.934,bitcoin
2017-11-21,8114.134,2901936853.361,135455116259.548,bitcoin
2017-11-22,8257.124,1528137247.485,137857431278.079,bitcoin
2017-11-23,8117.664,1550586714.561,135545106327.703,bitcoin
2017-11-24,8278.128,2135298893.091,138239984963.008,bitcoin
2017-11-25,8743.159,2124257198.584,146022669794.181,bitcoin
2017-11-26,9342.989,3493015606.594,156058041450.11,bitcoin
2017-11-27,9831.403,3629754499.833,164237026935.379,bitcoin
2017-11-28,10257.067,3453118781.616,171368281967.209,bitcoin
2017-11-29,9875.892,10258439067.653,165021094137.072,bitcoin
2017-11-30,10406.188,7443964832.99,173903131019.367,bitcoin
2017-12-01,10995.724,5021611419.942,183780731163.873,bitcoin
2017-12-02,11162.545,3178820954.919,186591841366.624,bitcoin
2017-12-03,11256.702,5761492455.646,188190520506.165,bitcoin
2017-12-04,11634.985,3216349724.236,194541160318.899,bitcoin
2017-12-05,12174.254,3131952573.502,203585321680.101,bitcoin
2017-12-06,13876.474,5086411370.062,232080024191.322,bitcoin
2017-12-07,18491.182,16482921408.084,309298517515.443,bitcoin
2017-12-08,16908.005,24144297784.144,282850210542.754,bitcoin
2017-12-09,15266.426,7307194000.117,255421618137.278,bitcoin
2017-12-10,15808.51,10474626172.789,264523195368.976,bitcoin
2017-12-11,17106.505,7710546749.544,286279279595.202,bitcoin
2017-12-12,17249.92,4686094939.569,288713846623.762,bitcoin
2017-12-13,16525.044,4407769522.202,276619329724.168,bitcoin
2017-12-14,16865.362,4117594354.008,282355027769.183,bitcoin
2017-12-15,17978.631,6146229228.58,301031043805.055,bitcoin
2017-12-16,19665.395,5116192713.257,329315720181.841,bitcoin
2017-12-17,19423.58,4251128480.354,325311461891.215,bitcoin
2017-12-18,19188.054,5411492204.526,321409248360.935,bitcoin
2017-12-19,18174.187,6141309845.273,304459646943.618,bitcoin
2017-12-20,17059.888,7509260354.083,285821795917.542,bitcoin
2017-12-21,16355.238,5580926436.991,274043056258.078,bitcoin
2017-12-22,14084.825,12164204097.121,236028031210.852,bitcoin
2017-12-23,15241.916,5076754666.024,255444795621.567,bitcoin
2017-12-24,14451.115,4129411907.773,242218743695.445,bitcoin
2017-12-25,14302.754,2485439206.782,239755987703.759,bitcoin
2017-12-26,16616.682,4255570625.961,278573473665.536,bitcoin
2017-12-27,16373.081,4950722889.352,274522325686.838,bitcoin
2017-12-28,15067.899,5266566467.593,252666630245.445,bitcoin
2017-12-29,15096.559,3753038183.658,253178163423.298,bitcoin
2017-12-30,13620.362,3600481281.038,228445816988.881,bitcoin
2017-12-31,14839.591,2921202870.15,248925602660.692,bitcoin
2018-01-01,14093.607,2345478673.515,236440337971.831,bitcoin
2018-01-02,15321.933,4130217904.21,257079617264.841,bitcoin
2018-01-03,15583.886,3310355625.126,261505188675.858,bitcoin
2018-01-04,15976.365,4217387187.526,268124738814.997,bitcoin
2018-01-05,18336.923,6275687595.94,307774011688.352,bitcoin
2018-01-06,18343.662,4240919830.515,307926110569.528,bitcoin
2018-01-07,17039.874,3044989246.796,286074127681.138,bitcoin
2018-01-08,15900.365,5752981089.537,266976271422.562,bitcoin
2018-01-09,15604.723,4214092201.807,262044268423.305,bitcoin
2018-01-10,15509.27,4969472882.941,260474112841.845,bitcoin
2018-01-11,14050.57,5833888113.054,236008991341.729,bitcoin
2018-01-12,14759.295,4021952802.598,247945818276.331,bitcoin
2018-01-13,15193.315,3134247725.132,255265724750.927,bitcoin
2018-01-14,14476.589,3336056550.553,243252295974.261,bitcoin
2018-01-15,14411.998,3222958351.448,242193794408.733,bitcoin
2018-01-16,11723.914,9677283153.06,197043955228.792,bitcoin
2018-01-17,11415.393,10225958520.622,191882616843.447,bitcoin
2018-01-18,11569.425,6558304864.223,194496634731.302,bitcoin
2018-01-19,11758.469,4208563477.458,197698672432.581,bitcoin
2018-01-20,13260.271,4520485016.427,222978421656.463,bitcoin
2018-01-21,11703.505,4319501969.015,196828374433.092,bitcoin
2018-01-22,10991.595,5012581424.29,184878210439.398,bitcoin
2018-01-23,10894.001,4779406610.51,183260375707.762,bitcoin
2018-01-24,11277.116,3582338295.944,189730563330.713,bitcoin
2018-01-25,11225.254,3204496193.302,188880475665.027,bitcoin
2018-01-26,11044.907,4616389063.31,185867144988.132,bitcoin
2018-01-27,11456.214,2894314081.375,192805209257.314,bitcoin
2018-01-28,11665.697,2682886340.599,196359635508.995,bitcoin
2018-01-29,11157.664,2345235501.178,187828526722.435,bitcoin
2018-01-30,11095.211,2321424679.532,186776632503.018,bitcoin
2018-01-31,9989.69,3804947187.229,168188285150.77,bitcoin
2018-02-01,10114.495,3225562144.839,170304196700.157,bitcoin
2018-02-02,9070.555,4769515274.346,152744180864.164,bitcoin
2018-02-03,8830.164,6813550017.174,148715185541.376,bitcoin
2018-02-04,8994.915,3422042094.733,151507305722.97,bitcoin
2018-02-05,8315.517,3337096341.006,140081544557.235,bitcoin
2018-02-06,6852.053,5313588642.981,115444836533.448,bitcoin
2018-02-07,7711.22,9152685412.956,129936854004.417,bitcoin
2018-02-08,7611.61,4862232217.401,128271617562.325,bitcoin
2018-02-09,8208.572,3190753947.379,138345016554.785,bitcoin
2018-02-10,8650.717,2960039948.907,145812043727.555,bitcoin
2018-02-11,8574.678,3371677737.532,144544944416.748,bitcoin
2018-02-12,8168.638,2806997176.959,137716289625.309,bitcoin
2018-02-13,8911.399,3069219870.566,150256428069.512,bitcoin
2018-02-14,8518.269,2551515988.216,143645913955.803,bitcoin
2018-02-15,9428.026,3282094240.879,159007423075.024,bitcoin
2018-02-16,10112.58,4332356645.963,170569769073.988,bitcoin
2018-02-17,10155.277,3141038601.332,171309236631.063,bitcoin
2018-02-18,11006.648,3699819140.175,185692327611.288,bitcoin
2018-02-19,10523.429,4740378626.744,177561296505.315,bitcoin
2018-02-20,11103.09,3486171704.867,187364222442.605,bitcoin
2018-02-21,11502.377,4225354045.179,194121879194.226,bitcoin
2018-02-22,9973.592,4574800113.398,168362084194.477,bitcoin
2018-02-23,10032.863,4626064156.354,169362253983.195,bitcoin
2018-02-24,10301.884,4009462976.494,173922837770.066,bitcoin
2018-02-25,9742.628,3465387501.666,164497574061.059,bitcoin
2018-02-26,9699.517,2743650277.562,163790896885.658,bitcoin
2018-02-27,10355.578,3646748812.404,174886939893.198,bitcoin
2018-02-28,10709.388,3398119467.106,180884108725.43,bitcoin
2018-03-01,10346.665,3182259829.315,174778709347.899,bitcoin
2018-03-02,10859.552,2892166041.052,183463718171.257,bitcoin
2018-03-03,11098.076,3031487197.133,187514886761.388,bitcoin
2018-03-04,11356.042,3019436740.239,191899353575.24,bitcoin
2018-03-05,11286.676,2580256309.471,190747933122.937,bitcoin
2018-03-06,11526.421,2693945511.009,194821583687.434,bitcoin
2018-03-07,10727.716,3618749298.786,181342656441.092,bitcoin
2018-03-08,9999.682,4896773758.15,169056252057.669,bitcoin
2018-03-09,9420.855,4028135943.958,159289105130.238,bitcoin
2018-03-10,9276.338,5476476288.951,156862284242.875,bitcoin
2018-03-11,8890.866,3260891795.801,150359761907.831,bitcoin
2018-03-12,9512.456,3876612721.948,160888688653.477,bitcoin
2018-03-13,9232.706,4019736166.691,156177221215.631,bitcoin
2018-03-14,9216.531,3628990704.006,155921695042.49,bitcoin
2018-03-15,8307.223,4020163253.193,140553335048.276,bitcoin
2018-03-16,8359.365,4571407139.64,141449655895.935,bitcoin
2018-03-17,8520.008,3070872383.162,144184737078.278,bitcoin
2018-03-18,8063.41,2591898944.229,136472702736.86,bitcoin
2018-03-19,8217.842,4330642347.543,139102798580.577,bitcoin
2018-03-20,8640.521,4276409099.704,146274523240.434,bitcoin
2018-03-21,8926.82,3554700592.28,151135311240.403,bitcoin
2018-03-22,8970.318,3081152046.024,151888445786.249,bitcoin
2018-03-23,8736.386,2931676659.594,147943048662.132,bitcoin
2018-03-24,8824.593,2877067842.098,149451318665.614,bitcoin
2018-03-25,8621.151,2444371384.269,146022681302.796,bitcoin
2018-03-26,8478.638,2066020545.393,143623891714.181,bitcoin
2018-03-27,8186.196,2972024162.977,138684803358.943,bitcoin
2018-03-28,7836.763,2653185409.404,132779843611.386,bitcoin
2018-03-29,7930.78,2033730316.759,134386559681.906,bitcoin
2018-03-30,7126.895,3680239216.317,120777974799.763,bitcoin
2018-03-31,6897.269,4264255594.746,116900853303.246,bitcoin
2018-04-01,6975.275,2565052340.232,118234055446.543,bitcoin
2018-04-02,6836.572,2649647152.17,115896903503.058,bitcoin
2018-04-03,7080.417,2253363912.167,120044225923.527,bitcoin
2018-04-04,7464.356,2762080502.611,126568883854.608,bitcoin
2018-04-05,6845.316,2544238382.121,116084750821.373,bitcoin
2018-04-06,6855.422,2568972345.703,116269847527.264,bitcoin
2018-04-07,6628.754,1840465005.571,112436767361.372,bitcoin
2018-04-08,6884.477,1856418405.575,116789559212.8,bitcoin
2018-04-09,6984.809,1413593787.188,118505840498.729,bitcoin
2018-04-10,6778.492,2437632634.286,115017783885.652,bitcoin
2018-04-11,6829.317,1550558592.492,115885988821.254,bitcoin
2018-04-12,6925.102,1586992258.341,117533696704.979,bitcoin
2018-04-13,7836.397,4980342880.001,133015394395.993,bitcoin
2018-04-14,7845.753,3910297535.157,133189892501.28,bitcoin
2018-04-15,7897.72,2294693915.239,134086501771.117,bitcoin
2018-04-16,8258.067,2350690710.829,140220533919.445,bitcoin
2018-04-17,8030.999,2754142166.194,136379313438.764,bitcoin
2018-04-18,7873.636,2491337660.023,133722872890.265,bitcoin
2018-04-19,8097.418,2326968646.291,137539507140.194,bitcoin
2018-04-20,8277.461,2422027692.487,140616565985.041,bitcoin
2018-04-21,8499.45,2961030105.15,144401932888.962,bitcoin
2018-04-22,8878.428,3214807963.454,150858701627.666,bitcoin
2018-04-23,8769.012,2503340749.609,149017082314.253,bitcoin
2018-04-24,8881.392,2205498227.2,150943914745.996,bitcoin
2018-04-25,9716.49,4398198651.2,165155791737.985,bitcoin
2018-04-26,8825.203,5523433548.359,150020058558.803,bitcoin
2018-04-27,9221.868,3847600029.556,156779014055.271,bitcoin
2018-04-28,8940.381,2839339948.818,152009053536.455,bitcoin
2018-04-29,9249.66,3006508147.812,157282709009.46,bitcoin
2018-04-30,9325.629,2827554754.472,158592809944.508,bitcoin
2018-05-01,9198.19,2508704421.019,156443377473.375,bitcoin
2018-05-02,9024.388,2661071473.29,153504488648.594,bitcoin
2018-05-03,9122.653,2179558786.492,155192629946.187,bitcoin
2018-05-04,9551.135,1228125377.949,162498830620.229,bitcoin
2018-05-05,9634.538,2695999383.514,163935762593.664,bitcoin
2018-05-06,9766.244,2617990803.562,166195961946.18,bitcoin
2018-05-07,9583.872,2626417557.067,163109111220.656,bitcoin
2018-05-08,9308.265,2767085706.198,158435513589.56,bitcoin
2018-05-09,9149.518,2455200521.734,155749835750.475,bitcoin
2018-05-10,9248.96,2363841215.438,157460887034.232,bitcoin
2018-05-11,8969.94,2359598426.33,152728483795.656,bitcoin
2018-05-12,8405.561,3726075355.304,143131877388.735,bitcoin
2018-05-13,8480.58,2995955136.911,144426929746.496,bitcoin
2018-05-14,8683.986,2283320839.572,147906738510.205,bitcoin
2018-05-15,8696.974,3143239503.891,148142733211.519,bitcoin
2018-05-16,8473.349,2586241489.842,144348790079.535,bitcoin
2018-05-17,8343.125,2772906142.392,142149224754.098,bitcoin
2018-05-18,8056.053,2173653717.169,137271416445.438,bitcoin
2018-05-19,8202.825,2127912775.386,139787112156.341,bitcoin
2018-05-20,8180.627,1672351902.73,139424471286.718,bitcoin
2018-05-21,8443.26,1660868681.497,143916527618.282,bitcoin
2018-05-22,8354.996,1711697912.266,142427831413.294,bitcoin
2018-05-23,8009.3,1895031387.309,136550347058.652,bitcoin
2018-05-24,7556.316,2777184892.735,128842835523.635,bitcoin
2018-05-25,7563.435,2602938656.909,128977752305.114,bitcoin
2018-05-26,7472.023,1959178260.218,127435061535.966,bitcoin
2018-05-27,7328.872,1289488237.447,125008468874.287,bitcoin
2018-05-28,7326.644,1247227035.274,124985768473.803,bitcoin
2018-05-29,7111.069,1770692328.403,121322210033.344,bitcoin
2018-05-30,7451.231,2224251684.166,127138205821.777,bitcoin
2018-05-31,7380.852,1772428207.795,125953862789.74,bitcoin
2018-06-01,7460.167,1714862985.081,127322669333.359,bitcoin
2018-06-02,7487.076,1637953742.81,127797556817.8,bitcoin
2018-06-03,7567.513,1531230053.845,129185013358.099,bitcoin
2018-06-04,7639.879,1432775393.816,130436135448.668,bitcoin
2018-06-05,7463.655,1643488925.36,127444424300.665,bitcoin
2018-06-06,7569.011,1754013549.829,129259980382.177,bitcoin
2018-06-07,7605.578,1562705992.384,129898428226.348,bitcoin
2018-06-08,7613.777,1459894514.227,130052073722.891,bitcoin
2018-06-09,7561.166,1362045102.422,129167113170.949,bitcoin
2018-06-10,7415.001,1102262799.21,126683533782.873,bitcoin
2018-06-11,6767.499,2788497500.784,115631864817.828,bitcoin
2018-06-12,6880.134,1973448735.786,117568067796.626,bitcoin
2018-06-13,6581.828,2060764062.981,112482862604.775,bitcoin
2018-06-14,6334.099,2571112868.451,108260201574.019,bitcoin
2018-06-15,6644.721,2354179149.493,113582443265.842,bitcoin
2018-06-16,6406.807,1740752641.634,109527730085.074,bitcoin
2018-06-17,6478.816,1306649275.503,110772203147.828,bitcoin
2018-06-18,6418.85,1120785833.18,109759607021.025,bitcoin
